,max,min,avg,median,count
0,0.05241089607038146,0.05241089607038146,0.05241089607038146,0.05241089607038146,1.0
1,0.06055413517778567,0.04295147516489728,0.05175280517134151,0.05175280517134151,1.394
2,0.07042985585262664,0.03858983593976174,0.053664939562850164,0.05197512689616212,1.795
3,0.0771573597180024,0.036496849088849405,0.054819468947502635,0.052154207489808715,2.092
4,0.07760790706063314,0.03022491303918469,0.051647797987132364,0.04879119679778369,2.494
5,0.08200133319155954,0.028803369889230948,0.052415084799238364,0.04933172828230492,2.899
6,0.08000689321346298,0.025910248312615642,0.049931651159846865,0.046508345326967154,3.335
7,0.08233455846697041,0.02448131504066842,0.05037461489955037,0.04680616278125407,3.669
8,0.07659210105785887,0.022380898168779015,0.04661105119672097,0.04350338624505427,3.964
9,0.07975973028736698,0.021194718983778064,0.04700084731419129,0.04308445788816227,4.369
10,0.07712769972686523,0.01985116666852809,0.045324674408027885,0.04153565630185249,4.815
11,0.07821884280941768,0.01997310900635973,0.04536746115439512,0.04107888472099729,5.227
12,0.07263107301695432,0.018847525904066617,0.04284684231011177,0.03994117104586382,5.58
13,0.07097641981277328,0.016750331131929624,0.040598051715098345,0.037458480960363014,6.017
14,0.06932177081943898,0.015672829732089145,0.039189729788158,0.03524704313097862,6.312
15,0.071773681533162,0.01579338666829376,0.041134058259202716,0.03762720243956737,6.777
16,0.06395341913825925,0.014378818844669171,0.03661890728475944,0.034162171648343335,7.31
17,0.066981180836341,0.01568149897701345,0.03867638986573756,0.036087061106100535,7.459
18,0.060865196466836816,0.0137136053545507,0.0350021969519918,0.0324424182409497,7.991
19,0.059443427503745185,0.012354599449737975,0.03360079881859759,0.031262531705141684,8.627
20,0.05614160166412635,0.013672863524705908,0.03292471596484659,0.030767954453659326,8.889
21,0.056980761677440886,0.013004495290550835,0.033067437289232,0.03105828151059059,9.342
22,0.05711591756442706,0.011521311528401608,0.03188614479681929,0.029361756394643813,9.526
23,0.054549056049855174,0.011754180253232334,0.03138676949626878,0.02928825427548567,10.157
24,0.04886502353122065,0.00972028650030328,0.02730413822620677,0.025169824376179026,10.615
25,0.048552716651126315,0.011118698649399242,0.028079297428856606,0.026225815534913512,10.531
26,0.05056044037586209,0.011243882993524147,0.028918762641955295,0.027339898384412493,11.12
27,0.04972128800821552,0.009211274184333004,0.027496732094592146,0.025464260489245202,11.764
28,0.04826088037257046,0.010459672952838147,0.027783085455732513,0.026395291658384053,11.564
29,0.04821520568477033,0.009538939888438727,0.027047356400731363,0.02526561466394922,12.649
30,0.0471758854309243,0.010035859310267632,0.026678804552699206,0.024850107404003494,12.884
31,0.047205004820252285,0.010007181880398617,0.026617573472533917,0.024750820184010727,12.983
32,0.04205050398742474,0.0091919924179214,0.02424035473551411,0.023022927812959542,13.575
33,0.0438154620111568,0.008402826827742932,0.024125399286394657,0.02202801846070176,14.5
34,0.04426971085873192,0.009803671340821177,0.025785110778297083,0.024167786339229634,14.513
35,0.03872840919461638,0.007907841000367986,0.02173559157968702,0.02021804325358366,15.259
36,0.03892229829075428,0.008509939441075136,0.02227846809653364,0.020781514624514844,15.143
37,0.035680758796851605,0.006730806357795596,0.020334375816517217,0.019262596266468562,16.032
38,0.036690637532914856,0.007431633578794401,0.020877748996544238,0.01974193579777658,16.215
39,0.03662888245223487,0.007911431875911973,0.021295944096059827,0.020131426515327837,15.933
40,0.0378556446181732,0.008043452332602286,0.02171508970808212,0.02049220745090192,16.273
41,0.037379727936938945,0.006788594297663341,0.020746690414440327,0.019147625402883114,17.62
42,0.03418506113818876,0.006313465135361138,0.019237318320275143,0.018327598809061145,17.97
