,max,min,avg,median,count
0,0.05264898679361834,0.05264898679361834,0.05264898679361834,0.05264898679361834,1.0
1,0.06311155955801341,0.04644811076922107,0.05477983516361723,0.05477983516361723,1.361
2,0.06897809185225093,0.03727674772233966,0.05231872875318682,0.05070134668497003,1.771
3,0.07736270811231527,0.03590370634469731,0.05497553204325089,0.05289268441871161,2.095
4,0.08115672583663071,0.031408795218206144,0.053496707753891225,0.0501281272572299,2.458
5,0.08413796660760975,0.026769837842478304,0.05167604649432276,0.04790701804075441,2.876
6,0.09218763738098848,0.026312892005603956,0.05423245113314671,0.049845531346768786,3.339
7,0.09384785497813332,0.02515864665816271,0.05376774203546109,0.04823982812997086,3.551
8,0.10020591363893837,0.022481639324195158,0.054746521429545544,0.049147016445135965,3.904
9,0.09723071937786834,0.020390885187486295,0.051081642570894537,0.045421283595714554,4.439
10,0.11346632316780743,0.019942243850171053,0.05616988301959712,0.04867813516971278,4.89
11,0.10603870912364262,0.02108839913409579,0.0541223773443665,0.04776119986080785,5.203
12,0.10791501139329616,0.016677537548890085,0.05128530291444801,0.044514468911628434,5.657
13,0.11605198172290516,0.018478918672883756,0.055936130801692005,0.048881854833278844,6.059
14,0.11464872616290206,0.01593995313122096,0.05328327915612841,0.0463482478733961,6.207
15,0.11617248405430242,0.016022654060878445,0.053164088458508826,0.04581715239622247,6.744
16,0.12096274072053281,0.014684170750211658,0.05355411668353294,0.046133701192698516,7.411
17,0.1233338252530681,0.015792986343802027,0.054194881959781595,0.04668921682250123,7.398
18,0.12665146408827457,0.013141061594802538,0.052131163802389205,0.043947696611977,8.147
19,0.1277660829999519,0.012352923003505979,0.05340568766012439,0.04472312285933866,8.262
20,0.12737292225186375,0.013753671319692705,0.05428977462812951,0.045755250258095376,8.648
21,0.127432029609735,0.012178780111713422,0.05328575135113405,0.04418869853965619,9.061
22,0.1340842171218093,0.012484618467880735,0.05526622647090979,0.046555252267629556,9.449
23,0.1321930529402798,0.011997019534588217,0.05464787687673078,0.04651213934677252,9.791
24,0.13132130942883793,0.01123174880736912,0.053175075512489164,0.04517910575214235,10.489
25,0.1435833809356893,0.012144342744350584,0.056084899907494074,0.046719746310019204,10.883
26,0.14000712577022445,0.012914947353283492,0.05549581203904054,0.04675798829599891,11.38
27,0.1436876599123136,0.010259965696034495,0.05430233537150822,0.04468240367296815,11.975
28,0.14355240260436924,0.011185518738078788,0.055603885509250876,0.04732390166911127,11.665
29,0.14244636622361032,0.009914067920270709,0.05439004992082253,0.045458848802204674,12.602
30,0.14475853416029502,0.008945626549660253,0.05291206197726681,0.04368677919317844,12.728
31,0.14924713764980826,0.008410824100332837,0.05430595639891869,0.044848792387433035,13.304
32,0.1552524259057507,0.00987783427179216,0.056129854761272996,0.046064674096344,13.697
33,0.14797587577600463,0.008261703608131813,0.05328215972191912,0.043069859923805964,13.635
34,0.14915975837325005,0.007747452189000243,0.05225558041169157,0.04363542936588289,14.397
35,0.15275529215065345,0.008222919847649309,0.054078765232299465,0.04443743108929008,14.931
36,0.15653415312240582,0.007228690964710174,0.05352397548560448,0.04306039953089933,15.534
37,0.1645216852192298,0.007891140015719323,0.05591706975119502,0.04522568503805725,15.947
38,0.15818937770814057,0.007248111430712399,0.05341487081905898,0.043605831930405924,16.055
39,0.16064433377498402,0.00657373590491047,0.053633825061393844,0.043570088360645624,16.281
40,0.15831633524975164,0.007294877540567402,0.0532652318688924,0.04376592394517647,17.184
41,0.15703540467932775,0.007492364632886614,0.05462049519153844,0.04452899170538651,17.149
42,0.16602633663159086,0.009075201245623339,0.05531025558429442,0.04517825426583704,17.947
43,0.16118590252629997,0.006862676756376682,0.05362840487878416,0.043830277902477545,18.192
44,0.1621001488117787,0.006759078968773495,0.05364208159434641,0.04405766148234485,18.549
45,0.158090062099982,0.006131080489082182,0.053107116027180365,0.04377803886517769,18.818
46,0.16557317059598273,0.006082697983442122,0.05385706487936992,0.04352505384836876,19.032
47,0.1698032537465747,0.007033199203055788,0.055053386293100824,0.04545549357783573,20.3
48,0.17517331310791695,0.005923038998101834,0.056124386938132334,0.045862893958397113,20.73
49,0.17038687338172742,0.0068645237418982095,0.05466114162836036,0.04428094487318378,20.774
50,0.1717050498845829,0.005770040487720921,0.05425383805399684,0.04392634576550617,20.828
51,0.18238979297871769,0.006527454881146537,0.055994370547897465,0.04521948604005467,21.717
52,0.17530674578183778,0.0058864529618800265,0.054193976128148795,0.0438153691369361,21.649
53,0.17930188060766153,0.00606871653289039,0.05594466813907429,0.04567432165660308,22.751
54,0.17991113492181415,0.005971816401321756,0.05549865027529609,0.044375306756432885,22.883
55,0.16533047692494948,0.006139939656655548,0.05323633719004754,0.04363191499504152,23.196
56,0.17399615192870532,0.005643830370475695,0.05363711012585441,0.04342915711378714,22.899
57,0.17699402353387358,0.005470516546253712,0.05346375881381666,0.04271888310748055,23.495
58,0.18138477367622047,0.005692589675132781,0.05528201665367941,0.04507104440373164,25.34
59,0.17996082117882245,0.005075292265828925,0.05426199176642998,0.04394714048609971,24.388
60,0.17944690618364537,0.0056126697359662895,0.05453625069649847,0.04460005925404777,25.48
61,0.17872798690808284,0.005570371690836187,0.05409638025366983,0.04379855326270427,24.64
62,0.17944419461478714,0.004727336099366473,0.05408370889068734,0.04395704445602242,25.905
63,0.1834584143039882,0.005128793771491373,0.05443678408399488,0.043370647676625074,25.259
64,0.18306162817824506,0.00441474674308134,0.05389808700073798,0.04340754963322321,26.872
65,0.18780434622333653,0.004664686005371941,0.053357934742316246,0.04245021165845504,28.647
66,0.19027837442451123,0.004367224938412748,0.05431079989418961,0.04301073009923443,27.295
67,0.18643791962070902,0.0044076677334096365,0.054244104417450985,0.04335828957434581,28.155
68,0.18454402344739693,0.004302006937690327,0.05349501074564155,0.04260751532501457,28.42
69,0.19135286654594197,0.00446671291974472,0.053956809135371084,0.0432098983721339,28.945
70,0.19508373198446902,0.004268683553240348,0.05414514469283968,0.0435299297951559,29.284
71,0.19202654102069822,0.005328273309421177,0.05424110576661945,0.04378220606797344,30.223
72,0.1914212435602972,0.004457962028612219,0.05598633380036792,0.04497683032676136,31.106
73,0.19083030947290613,0.004294816747251747,0.054131939557308086,0.04286247724564424,30.896
74,0.1910145408674962,0.00488659032474842,0.05481027171791858,0.044072992421739406,31.505
75,0.19970749130781548,0.0051293246552849775,0.05509811648294143,0.043805016186677564,31.478
76,0.189153846895201,0.004774690984430973,0.05377525532491117,0.04328207746333617,31.731
77,0.19611295427084388,0.0037244358813803956,0.054410694589686615,0.043835203812936256,31.366
78,0.19773069903081797,0.0045472057091745875,0.056386420725855924,0.044500544447488466,31.858
79,0.19877373420503008,0.003821796925925132,0.05400346569431834,0.042714900940756764,32.634
80,0.19814902319108874,0.0032657308860611443,0.0540267373567233,0.04306249287495213,33.358
81,0.20097930394801866,0.003623695979838685,0.05440279107606052,0.04336988562592316,33.838
82,0.19596406638016134,0.0035640223057213567,0.05320511274681622,0.04249574066221099,33.323
83,0.20008149098797887,0.003518647402873908,0.054447147978960705,0.043230895038207394,35.283
84,0.19520479761445655,0.0038221562690294655,0.05356382179986351,0.04311540833196526,34.545
85,0.19672015964075004,0.004279264301027159,0.05487609371914631,0.04432975758448727,34.933
86,0.20481495240534645,0.0045033650218599675,0.05479693886704304,0.04344216861226091,36.346
87,0.19683624055121848,0.0035455764798536567,0.054248388751395156,0.043594561990978324,35.91
88,0.20423617258272445,0.003827193433302664,0.054517742966933465,0.042839795581875395,37.38
89,0.19839782690438065,0.003501326903599067,0.05473212933671573,0.043960038195860966,36.805
90,0.20387633172853853,0.003455866386402608,0.053807723376103574,0.04243112616828268,36.165
91,0.2071873229084555,0.003431673885628036,0.05467340454599367,0.043376675530227005,38.845
92,0.19958416330000842,0.0037099459208840327,0.05356791550141002,0.042964328560119815,37.019
93,0.20290663489556693,0.003151211965822646,0.0533190224309934,0.04191811953173558,37.575
94,0.2096117355978345,0.003291906637518455,0.05450406865716595,0.04307588974157076,38.224
95,0.20533996049202344,0.003184504562221788,0.0539750792980026,0.042516586352393394,38.411
96,0.21173196197759714,0.0037132141334846737,0.05529471675395864,0.044319461860218484,40.384
97,0.2146810428082748,0.0036399742248018523,0.05444602256561177,0.04293081644015717,40.668
98,0.20620785093987354,0.003307591215153069,0.054368746888492095,0.043276836966394346,39.934
99,0.20812315473642315,0.0034461942553480514,0.054718073196606154,0.043321001803805916,40.688
